0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
My fiancee and I both got burritos with a large,The burritos,Definitely looks different from any other chipotle that I've been too before,bag of chips to go,If we didn't get the chips,There was a rich cheese flavor with a surprising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the worker slipped her hand and my burrito slipped onto the counter,and all she added back was cheese ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The two burritos I ordered were horribly wrapped,also the rice in my burrito was super,My latest experience at this chipotle was awful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worst service of any chipotle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They literally give you the tiniest proportion or meat ,and soggy wet ass lettuce ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I cannot believe how poorly managed this chipotle is,I swore I'd never step into this chipotle again after the HORRENDOUS opportunities I've given,unlucky for me I ordered on-line to the wrong chipotle,I love chipotle,I'm done with chipotle because of this one location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good quality was good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good food with simple,It's very clear that many of the other reviewers have never worked in the food service business,I recommend the burrito bowl,you get a lot for under 10$ and unlike a burrito you can save it for later,It's more than making burritos,when most of the time they don't know how to order at chipotle,Highly recommend chipotle ,ingredients for an affordable price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
And I could get more meat on a 99cent taco at Taco Bell then I can here,Worst chipotle I have ever been to,They didn't put in any rice,They skimped hard on the cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the manager was in store today and gave excellent service along with making sure all of us were content with our food ,And my fifth star is just because the food came out amazing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chips and the kids food,This time I get home and my burrito has no meat ,They gave her a bowl instead of burrito,and they eff up my effing burrito,Burrito only had rice,and no beans,and a pound of sour cream,corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We were not charged accurately nor given all of the food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the staff are rude and wrap the burritos horri,there's always cheese i,n the guac and when i ask them to get the part of the guac without cheese they seem irritated as if the cheese is supposed to be there in the first,they're also extremely messy and get ingredients mixed up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We love chipotle ,Told us there is an extra charge for rice which no other,They were rude and this includes the manager who wanted to charge me for chips even though I had paid for them and couldn't find after the side of black beans they gave me opened ,This was after giving me a hard time about getting the beans ,No apology for the spilled beans - simply told me I would have to pay for the chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My son caught food poisoning from this restaurant,This is the 2nd time one of my family members gets food poisoning from this location,I love chipotle ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCF is way nicer and faster ill be willing to drive 15 minutes to consume food from that location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
especially considering it's a PR campaign to bring people back to Chipotle after having multiple foodborne,if you want 6 orders of meat in a bowl,I explained that a side order would not be included in the bowl,it would have to be outside the bowl to be considered a side,since the bowl contained all of the meats it is not in any way a side order,as this is not a franchise- the individual stores are not directly affected by having extra meats in a bowl,so I have used a couple before this coupon and have not had any issue getting 3-4 servings of meat ,there's a limit of two meats ,and the other meats will be sides ,""" I informed her that she's incorrect and that the coupon has worked for more than 2 meats before",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Second time called same girl this time asked for the manager waited 5 minutes someone picks up then hangs up never getting to explain anything to them and with this online ordering I find it kind of fucked up that we are keeping them in business by ordering online and they can not even follow a list of what to put it in your bowl ,Ordered online through Grubhub and they forgot ingredients that I had ordered point is I called twice first left on hold from a woman for about 15 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Some of the worst sweet tea i've ever tasted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portions are huge but I guess that's just every chipotle lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Got home when I go to open the bag the burrito was missing so right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In the past I've gotten skimpy portion sizes (when they're too lazy to go in the back and replace the food,food poisoning (on multiple,bones in food,I ordered my usual bowl ,stale/burnt chips,and drink with a of bag of chips ,When I reached into the bag I pulled out a cup of half eaten guacamole with barely any chips,The cashier had to ask multiple times for someone to get me a bag of chips ,I got my replacement which was a mere handful of chips,brown guacamole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I agreed to get a Chipotle bowl,My bowl was so good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This chipotle had such a rude,I wouldn't suggest going to this chipotle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food tasted off the most recent,(Yes I got a salad at chipotle,The salad they offer on the menu looks nothing like what they serve,It looked and tasted less Ttanning fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maybe skip chipotle ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
not to mention when they ask you for here or to go when you say here they just give you your food without any basket to put it in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have severe food allergies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The chips are consistently salty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
so the food is still pretty good,and I received the last of the corn salsa from the bottom of the container,they were out of steak,you need to have ALL of your ingredients available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I've never had a good experience at this chipotle :/ My bowl/burrito has always been half,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I know to order through the app because it's faster and I can walk up and grab my food ,I go in a few minutes after the promised time for my food to be ready,I watched others come in to grab their food that had later promised times than mine ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The chicken usually has some weird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Their meat selections are always fresh,unlike some other locations where their guacamole has that funky smell ,and taste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My mother placed an order through their online delivery for a burrito bowl ,To top everything  off my burrito  was sloppy,If I wanted a wrap I'd order a wrap I stead of a hot or warm burrito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food always taste fresh,I know Chipotle has been taking a lot of flack and has been having issues with food safety ,& delicious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Probably the worst experience I have ever had in a chipotle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food is always fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food was actually terrible,I ordered a carne asada bowl with brown rice,90% brown rice ,Seemed like they ran out of a lot of things so they masked it with mostly rice,I didn't pay $11 for rice,black beans,I received REGULAR steak,Rice and steak was extremely dry,corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food here is ok,but way too overpriced,For that price,mediocre tasting one that came in a plastic bowl,After adding guacamole,my salad came to almost $10,I could have ordered a huge Mexican-style salad at a sit down restaurant with waiter service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This person put a little of food so i,he was in a rush doing my food ,Man whatever it's just food ,and jt all cost me 14$ and it wasn't even full bowl it was halfway ,asked for extra and he still put like 4 pieces of steak ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
She was aggressive while putting the food in the bowl ,She was very rude and that is extremely uncommon whenever I come to any chipotle,I do not recommend this chipotle,when it was our turn we got two bowls,She just gave me dirty looks as I was telling her what I would like in my bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We love Chipoltle food,the chicken meat in one of our burritos was cold,their quality ,but this store needs to figure out better management and do some serious quality improvement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Definitely will head down 23 to the other chipotle bc this one is awful,Undercooked chicken with absolutely no flavor ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I ordered a chicken bowl,showed the manager and was asked if I want another bowl with another protein instead,is they didn't discard the tray of chicken were the raw,chicken was ,and continued serving potentially contaminated chicken to customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Some employees serve more food than others,My only complaint is that I've had a couple of burrito bowls from here that had much less food than is expected,I've been to this chipotle a couple of times ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the food is uninspired, The staff were pretty much as underwhelming as the food,way overpriced,the globs of cheese ,and sour cream don't really support that format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I did call and while they were willing to make me a new bowl correctly for free,forgot another ingredient,The employee who made it that day was careless and there needs to be more training and quality control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Come here all the time today instead of the bowl I had two tacos they were great,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I ordered a burrito from here today ,if you're going to charge $10 for a burrito at least make it edible,and the guacamole was brown ,and the steak was uncooked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Its good food,Its a chipotle,Problem is their portions are the SMALLEST I have ever seen from a chipotle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
room temperature food served, With all the fire that Chipotle has come under in recent years about questionable food h, It is clear there is a lack of basic standards  and oversight where quality control is concerned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consistently delicious chicken burritos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I get my food ,Love coming to chipotle,Usually when I go to chipotle,Her bubbly personality made my day and truly made me want to go back to chipotle again,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I will stop coming to chipotle for good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I live chipotle but they need to teach the employees how to roll a burrito ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 I'm guessing it's mobile ordering as many people came in to pick up their bags of food, I also ordered some chips as some crunch goes a long way when eating Mexican food, I chose to go all in and got the sofritos bowl , This was my first time not getting cheese and sour cream on the bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My burrito is always soggy,The only thing I could taste was the rice,and rice barely has a flavour,I used to get Chipotle all the time at metrotown and it was delicious,I don't know if it's just the location and the workers or if my taste buds have changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Today I ordered a burrito bowl,I ordered a Carne Asada bowl ,but they put regular steak in it instead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I was by Metrotown and craving Mexican food,Then just head straight for the cashier who will have your food waiting to go,The food itself was meh,However - the food itself left much to be desired,my hard taco shell was soggy ( which I HATE ) the guacamole was bl,The carnitas and chicken both were not tasty,The chips were stale,It didn't taste like authentic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This chipotle is the the worst excuse for a restaurant I have ever been to,How do you have chipotle without those ingredients,Tonight when I went they were out of both kinds of rice,The rice was going to take 20 minutes ,chicken,and the chicken was going to take another 10,Typically the problem is involving being out of one of the main ingredients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The ladies working at the food order line we're having a contest to see if they can make each customer interaction (order) faster than the last,My food was compromised because they didn't even look at the servings as they put them in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food here was OK,Your food is made to order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
then you have to tell them that give you more rice ,Having a very long line waiting for someone to cook chicken,They are still cooking chicken,and beans,It is sad when they don't realize that they need to cook up more meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I frequent 4 chipotles ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they can't put all the food in an order why should I expect things like napkins,but will continue to visit every other chipotle location until corporate,Today they forgot two bags of chips , The non-masked employee just looked at me like I had two heads (without two chips)  He really did just stare at me till the manager said,"""Give him two bags of chips",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
But this chipotle is so bad,that we drive all the way to the one on colonial drive when we're craving chipotle,they are out of hot and medium salsas,I work around the corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This chain is pretty standard and consistency in their food,They seem to have ethical care behind their food which I think is great,Their burritos are huge,cilantro rice (they also have plain),I usually order the salad bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I ordered a shredded beef bowl ($10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My burrito maker seemed just as confused,making the burrito as I was ,My burrito which was essentially a tortilla cover meatball was decent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and at least the food is assembled,Once your food is ready,The food itself is usually on par with other,This chipotle is by far the worst location I've ever been to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food is delicious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First off they charge an extra $2 just to get that cauliflower rice,they only give you a small amount and then tell you they are going to charge you an additional $2 if you get any extra even though you can get extra rice for free,Not to mention the fact that for $22 the bowls were so small,I got maybe a quarter of a cup of guacamole ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.food is good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The bowl looked like the food was just thrown together in a rush, Tried to find a reason as to why I should eat the food delivered ,I paid $20 for food I could not eat,I placed an order at Chipotle in Waterford lakes after being told the chicken was in chunks,what I received was shredded chicken,was of poor quality ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
